,Date,Train Predict,Test Predict
1641,2021-11-13,,50283.0546875
1642,2021-11-14,,49516.859375
1643,2021-11-15,,50419.2890625
1644,2021-11-16,,50427.828125
1645,2021-11-17,,48942.640625
1646,2021-11-18,,47440.30859375
1647,2021-11-19,,48847.3125
1648,2021-11-20,,44445.30078125
1649,2021-11-21,,48724.9375
1650,2021-11-22,,46859.87890625
1651,2021-11-23,,47332.0
1652,2021-11-24,,45270.66796875
1653,2021-11-25,,47713.453125
1654,2021-11-26,,45534.1875
1655,2021-11-27,,48527.09765625
1656,2021-11-28,,41649.25390625
1657,2021-11-29,,47571.30859375
1658,2021-11-30,,45561.9140625
1659,2021-12-01,,47208.30859375
1660,2021-12-02,,45744.703125
1661,2021-12-03,,47072.18359375
1662,2021-12-04,,45538.94921875
1663,2021-12-05,,44100.3125
1664,2021-12-06,,40890.05078125
1665,2021-12-07,,42976.28515625
1666,2021-12-08,,42339.703125
1667,2021-12-09,,42894.34765625
1668,2021-12-10,,42483.77734375
1669,2021-12-11,,40165.875
1670,2021-12-12,,41216.6953125
1671,2021-12-13,,42239.99609375
1672,2021-12-14,,42309.8984375
1673,2021-12-15,,39359.8046875
1674,2021-12-16,,42771.875
1675,2021-12-17,,40808.0390625
1676,2021-12-18,,41045.43359375
1677,2021-12-19,,39607.86328125
1678,2021-12-20,,40907.97265625
1679,2021-12-21,,39864.8515625
1680,2021-12-22,,40718.3828125
1681,2021-12-23,,42102.91015625
1682,2021-12-24,,41023.14453125
1683,2021-12-25,,43922.0625
1684,2021-12-26,,42091.19921875
1685,2021-12-27,,43089.5546875
1686,2021-12-28,,42806.98828125
1687,2021-12-29,,42812.26171875
1688,2021-12-30,,40024.37890625
1689,2021-12-31,,40610.66796875
1690,2022-01-01,,40565.578125
1691,2022-01-02,,39707.7109375
1692,2022-01-03,,41561.1875
1693,2022-01-04,,40068.390625
1694,2022-01-05,,40299.828125
1695,2022-01-06,,39593.7265625
1696,2022-01-07,,37765.48046875
1697,2022-01-08,,38280.85546875
1698,2022-01-09,,36267.515625
1699,2022-01-10,,37405.9375
1700,2022-01-11,,36759.48046875
1701,2022-01-12,,37080.46484375
1702,2022-01-13,,37765.0625
1703,2022-01-14,,38549.58984375
1704,2022-01-15,,37063.70703125
1705,2022-01-16,,38425.58984375
1706,2022-01-17,,37604.609375
1707,2022-01-18,,38080.59375
1708,2022-01-19,,37014.65234375
1709,2022-01-20,,37669.2578125
1710,2022-01-21,,36639.17578125
1711,2022-01-22,,36223.8203125
1712,2022-01-23,,32413.13671875
1713,2022-01-24,,32218.044921875
1714,2022-01-25,,32979.3515625
1715,2022-01-26,,33028.4375
1716,2022-01-27,,33444.79296875
1717,2022-01-28,,33260.38671875
1718,2022-01-29,,33675.08984375
1719,2022-01-30,,34087.3984375
1720,2022-01-31,,34323.59375
1721,2022-02-01,,34117.34765625
1722,2022-02-02,,34763.2421875
1723,2022-02-03,,34697.1796875
1724,2022-02-04,,33220.6796875
1725,2022-02-05,,34001.43359375
1726,2022-02-06,,37377.2109375
1727,2022-02-07,,35872.63671875
1728,2022-02-08,,38085.16015625
1729,2022-02-09,,38252.08984375
1730,2022-02-10,,38610.25390625
1731,2022-02-11,,38798.1484375
1732,2022-02-12,,38016.94921875
1733,2022-02-13,,37381.25390625
1734,2022-02-14,,37414.05078125
1735,2022-02-15,,37173.08984375
1736,2022-02-16,,37662.41796875
1737,2022-02-17,,39229.94921875
1738,2022-02-18,,37902.9765625
1739,2022-02-19,,35767.23046875
1740,2022-02-20,,36176.484375
1741,2022-02-21,,35629.59375
1742,2022-02-22,,34318.796875
1743,2022-02-23,,33617.51171875
1744,2022-02-24,,34760.625
1745,2022-02-25,,33225.04296875
1746,2022-02-26,,34995.91015625
1747,2022-02-27,,34849.68359375
1748,2022-02-28,,35057.34765625
1749,2022-03-01,,33802.796875
1750,2022-03-02,,39002.10546875
1751,2022-03-03,,37950.91015625
1752,2022-03-04,,38660.984375
1753,2022-03-05,,37103.7421875
1754,2022-03-06,,34849.171875
1755,2022-03-07,,35874.74609375
1756,2022-03-08,,34069.546875
1757,2022-03-09,,34579.22265625
1758,2022-03-10,,34755.6484375
1759,2022-03-11,,37655.5546875
1760,2022-03-12,,34135.6484375
1761,2022-03-13,,35468.359375
1762,2022-03-14,,34600.65234375
1763,2022-03-15,,34117.921875
1764,2022-03-16,,35906.99609375
1765,2022-03-17,,34707.5078125
1766,2022-03-18,,37183.359375
1767,2022-03-19,,35767.80078125
1768,2022-03-20,,37534.2734375
1769,2022-03-21,,36954.765625
1770,2022-03-22,,36553.8203125
1771,2022-03-23,,36589.8828125
1772,2022-03-24,,37633.09765625
1773,2022-03-25,,37581.87109375
1774,2022-03-26,,38769.9140625
1775,2022-03-27,,38561.30078125
1776,2022-03-28,,38971.80859375
1777,2022-03-29,,40926.73828125
1778,2022-03-30,,40108.234375
1779,2022-03-31,,41180.078125
1780,2022-04-01,,40196.78125
1781,2022-04-02,,39414.953125
1782,2022-04-03,,40466.73046875
1783,2022-04-04,,39297.16796875
1784,2022-04-05,,40596.6640625
1785,2022-04-06,,39946.4609375
1786,2022-04-07,,39410.49609375
1787,2022-04-08,,37566.3359375
1788,2022-04-09,,38683.7109375
1789,2022-04-10,,36695.94921875
1790,2022-04-11,,38229.98046875
1791,2022-04-12,,36724.8984375
1792,2022-04-13,,35166.859375
1793,2022-04-14,,36290.5546875
1794,2022-04-15,,36372.4921875
1795,2022-04-16,,35367.234375
1796,2022-04-17,,36484.12109375
1797,2022-04-18,,35688.6328125
1798,2022-04-19,,35553.33203125
1799,2022-04-20,,36560.4609375
1800,2022-04-21,,36637.390625
1801,2022-04-22,,36653.1796875
1802,2022-04-23,,35950.015625
1803,2022-04-24,,35551.1796875
1804,2022-04-25,,35369.49609375
1805,2022-04-26,,35338.12890625
1806,2022-04-27,,36197.53515625
1807,2022-04-28,,33737.07421875
1808,2022-04-29,,35948.19140625
1809,2022-04-30,,35073.94140625
1810,2022-05-01,,34668.30859375
1811,2022-05-02,,34023.26953125
1812,2022-05-03,,34844.01953125
1813,2022-05-04,,34422.7734375
1814,2022-05-05,,34023.0078125
1815,2022-05-06,,35934.10546875
1816,2022-05-07,,32148.53515625
1817,2022-05-08,,33094.625
1818,2022-05-09,,31987.564453125
1819,2022-05-10,,31299.46875
1820,2022-05-11,,27816.767578125
1821,2022-05-12,,28652.056640625
1822,2022-05-13,,26559.96875
1823,2022-05-14,,27460.220703125
1824,2022-05-15,,27097.57421875
1825,2022-05-16,,28054.240234375
1826,2022-05-17,,
